Unnamed: 0,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
3341,Click to view quick notes on Provide feedback page,PHASE #2 DISCUSS,2025-08-11 23:02:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:13:24,11,398,RWER10,SSRL,1,P
3342,Click to view peers' actions on Provide Feedback page,PHASE #2 DISCUSS,2025-08-11 23:13:24,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,579,398,RWER12,Co-RL,0,P
3343,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,13,398,RWER15,Co-RL,1,P
3344,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,3,398,RWER15,Co-RL,1,P
3345,Monitor peers learning action,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,7,398,RWER18,Co-RL,1,P
3346,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,106,398,RWER16,Co-RL,0,P
3347,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,10,398,3.1 VISIT_REVISION,SRL,0,S
3348,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,8,398,3.2 VIEW_ACTIONS,SRL,1,S
3349,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,4,398,3.2 VIEW_ACTIONS,SRL,1,S
3350,Visit Check the feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,398,2.1 VISIT_FEEDBACK,SRL,0,S
3351,Create learning action,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,616,398,2.3 CREATE_ACTION,SRL,0,S
3352,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 01:11:48,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 01:22:30,10,398,2.1 VISIT_FEEDBACK,SRL,0,S
3353,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 01:29:24,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 01:45:30,16,398,2.1 VISIT_FEEDBACK,SRL,0,S
3354,Visit Revise the work page,PHASE #3 ACT,2025-08-11 01:50:36,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 01:54:30,3,398,3.1 VISIT_REVISION,SRL,0,S
3355,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 01:54:30,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 01:58:18,3,398,3.2 VIEW_ACTIONS,SRL,1,S
3356,View own action comments in phase 3,PHASE #3 ACT,2025-08-11 01:58:18,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 02:12:54,14,398,3.5 VIEW_DISCUSSION,Co-RL,0,S
3357,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 15:38:12,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 15:48:06,9,400,RWER1,SSRL,0,P
3358,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 15:48:06,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 16:06:42,18,400,RWER3,SSRL,1,P
3359,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 16:06:42,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 17:28:24,81,400,RWER3,SSRL,1,P
3360,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 17:28:24,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 17:32:12,3,400,RWER3,SSRL,1,P
3361,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 17:32:12,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 17:35:18,3,400,RWER3,SSRL,1,P
3362,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 17:35:18,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 17:38:12,2,400,RWER3,SSRL,1,P
3363,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 17:38:12,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 19:36:48,118,400,RWER3,SSRL,1,P
3364,Visit Guide peer page,PHASE #3 ACT,2025-08-11 19:41:42,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 20:01:24,19,400,RWER15,Co-RL,1,P
3365,Monitor peers learning action,PHASE #3 ACT,2025-08-11 20:01:24,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 20:31:00,29,400,RWER18,Co-RL,1,P
3366,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 20:31:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 20:51:36,20,400,RWER16,Co-RL,0,P
3367,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 20:51:36,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 20:59:24,7,400,RWER16,Co-RL,0,P
3368,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 21:02:42,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 21:06:42,4,400,RWER8,Co-RL,0,P
3369,Visit Guide peer page,PHASE #3 ACT,2025-08-11 21:10:24,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 21:12:54,2,400,RWER15,Co-RL,1,P
3370,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 21:16:06,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 21:21:42,5,400,RWER8,Co-RL,0,P
3371,Visit Guide peer page,PHASE #3 ACT,2025-08-11 21:25:12,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 21:34:12,8,400,RWER15,Co-RL,1,P
3372,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 21:34:12,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 21:44:18,10,400,RWER16,Co-RL,0,P
3373,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 21:56:36,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 22:04:06,7,400,RWER8,Co-RL,0,P
3374,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 22:26:24,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 22:30:00,3,400,2.1 VISIT_FEEDBACK,SRL,0,S
3375,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 22:30:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:17:00,47,400,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3376,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,109,400,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3377,Create learning action,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,58,400,2.3 CREATE_ACTION,SRL,0,S
3378,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,538,400,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3379,Visit Revise the work page,PHASE #3 ACT,2025-08-11 01:35:54,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 02:00:12,24,400,3.1 VISIT_REVISION,SRL,0,S
3380,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 02:00:12,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 03:00:06,59,400,3.2 VIEW_ACTIONS,SRL,1,S
3381,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 03:04:48,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 03:14:00,9,400,2.1 VISIT_FEEDBACK,SRL,0,S
3382,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 03:14:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 03:14:42,0,400,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3383,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 03:14:42,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 03:17:00,2,400,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3384,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 03:17:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 04:17:36,60,400,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3385,Visit Guide peer page,PHASE #3 ACT,2025-08-11 04:28:30,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 05:02:36,34,400,RWER15,Co-RL,1,P
3386,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 05:15:42,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 05:18:36,2,400,RWER8,Co-RL,0,P
3387,Visit Guide peer page,PHASE #3 ACT,2025-08-11 05:21:18,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 05:27:30,6,400,RWER15,Co-RL,1,P
3388,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 05:27:30,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 07:37:24,129,400,RWER16,Co-RL,0,P
3389,Visit Guide peer page,PHASE #3 ACT,2025-08-11 07:44:30,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 08:57:48,73,400,RWER15,Co-RL,1,P
3390,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 09:00:42,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 09:26:36,25,400,2.1 VISIT_FEEDBACK,SRL,0,S
3391,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 09:26:36,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 09:29:48,3,400,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3392,View own action comments in phase 2,PHASE #2 DISCUSS,2025-08-11 09:29:48,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 10:41:48,71,400,2.6 VIEW_DISCUSSION,Co-RL,0,S
3393,Visit Revise the work page,PHASE #3 ACT,2025-08-11 10:55:24,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 11:02:36,7,400,3.1 VISIT_REVISION,SRL,0,S
3394,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 11:02:36,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 11:16:00,13,400,3.2 VIEW_ACTIONS,SRL,1,S
3395,Update progress on learning action,PHASE #3 ACT,2025-08-11 11:16:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 11:18:36,2,400,3.3 UPDATE_PROGRESS,SRL,0,S
3396,Update progress on learning action,PHASE #3 ACT,2025-08-11 11:18:36,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 11:55:54,37,400,3.3 UPDATE_PROGRESS,SRL,0,S
3397,Visit Guide peer page,PHASE #3 ACT,2025-08-11 12:39:18,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 15:11:48,152,400,RWER15,Co-RL,1,P
3398,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 15:11:48,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 16:24:24,72,400,RWER16,Co-RL,0,P
3399,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:16:54,1774,401,RWER15,Co-RL,1,P
3400,Visit Revise the work page,PHASE #3 ACT,2025-08-11 23:37:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:44:48,7,402,3.1 VISIT_REVISION,SRL,0,S
3401,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 23:44:48,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:56:06,11,402,3.2 VIEW_ACTIONS,SRL,1,S
3402,View own action comments in phase 3,PHASE #3 ACT,2025-08-11 23:56:06,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,4,402,3.5 VIEW_DISCUSSION,Co-RL,0,S
3403,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,3,402,3.1 VISIT_REVISION,SRL,0,S
3404,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,8,402,3.2 VIEW_ACTIONS,SRL,1,S
3405,Visit Check the feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,20,402,2.1 VISIT_FEEDBACK,SRL,0,S
3406,View own action comments in phase 2,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,2.6 VIEW_DISCUSSION,Co-RL,0,S
3407,View own action comments in phase 2,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,4,402,2.6 VIEW_DISCUSSION,Co-RL,0,S
3408,View peer action comments in phase 2,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,3,402,RWER13,Co-RL,0,P
3409,View peer action comments in phase 2,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,6,402,RWER13,Co-RL,0,P
3410,View peer action comments in phase 2,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,RWER13,Co-RL,0,P
3411,View own action comments in phase 2,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,7,402,2.6 VIEW_DISCUSSION,Co-RL,0,S
3412,Visit Check the feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,2.1 VISIT_FEEDBACK,SRL,0,S
3413,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,1,402,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3414,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,402,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3415,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,402,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3416,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,22,402,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3417,Visit Check the feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,4,402,2.1 VISIT_FEEDBACK,SRL,0,S
3418,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,49,402,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3419,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,6,402,3.1 VISIT_REVISION,SRL,0,S
3420,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,4,402,3.2 VIEW_ACTIONS,SRL,1,S
3421,View own action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,3,402,3.5 VIEW_DISCUSSION,Co-RL,0,S
3422,Monitor own learning action,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,1,402,3.6 MONITOR_PROGRESS,SRL,1,S
3423,View own action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,8,402,3.5 VIEW_DISCUSSION,Co-RL,0,S
3424,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,46,402,RWER16,Co-RL,0,P
3425,View own action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,179,402,3.5 VIEW_DISCUSSION,Co-RL,0,S
3426,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,21,402,RWER16,Co-RL,0,P
3427,View own action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,20,402,3.5 VIEW_DISCUSSION,Co-RL,0,S
3428,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,6,402,RWER15,Co-RL,1,P
3429,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,183,402,RWER16,Co-RL,0,P
3430,Visit Provide feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,402,RWER8,Co-RL,0,P
3431,Visit Assess peer work page,PHASE #1 ALIGN,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,13,402,RWER1,SSRL,0,P
3432,Visit Provide feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,402,RWER8,Co-RL,0,P
3433,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,RWER15,Co-RL,1,P
3434,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,40,402,RWER16,Co-RL,0,P
3435,Discuss peer actions during revisions,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,65,402,RWER17,Co-RL,0,P
3436,Visit Provide feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,402,RWER8,Co-RL,0,P
3437,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,25,402,RWER15,Co-RL,1,P
3438,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,65,402,RWER16,Co-RL,0,P
3439,Discuss peer actions during revisions,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,58,402,RWER17,Co-RL,0,P
3440,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,230,402,RWER16,Co-RL,0,P
3441,Discuss peer actions during revisions,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,97,402,RWER17,Co-RL,0,P
3442,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,8,402,3.1 VISIT_REVISION,SRL,0,S
3443,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,3.1 VISIT_REVISION,SRL,0,S
3444,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,3.2 VIEW_ACTIONS,SRL,1,S
3445,View own action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,19,402,3.5 VIEW_DISCUSSION,Co-RL,0,S
3446,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,3.1 VISIT_REVISION,SRL,0,S
3447,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,9,402,3.2 VIEW_ACTIONS,SRL,1,S
3448,View own action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,35,402,3.5 VIEW_DISCUSSION,Co-RL,0,S
3449,Discuss own actions during revisions,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,7,402,3.4 POST_COMMENT,Co-RL,0,S
3450,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,14,402,RWER15,Co-RL,1,P
3451,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,RWER15,Co-RL,1,P
3452,Monitor peers learning action,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,1,402,RWER18,Co-RL,1,P
3453,Monitor peers learning action,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,1,402,RWER18,Co-RL,1,P
3454,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,10,402,RWER16,Co-RL,0,P
3455,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,20,402,RWER16,Co-RL,0,P
3456,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,41,402,RWER16,Co-RL,0,P
3457,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,402,3.1 VISIT_REVISION,SRL,0,S
3458,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,174,402,3.2 VIEW_ACTIONS,SRL,1,S
3459,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,7,402,RWER15,Co-RL,1,P
3460,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,47,402,RWER16,Co-RL,0,P
3461,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,26,402,RWER16,Co-RL,0,P
3462,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,8,402,RWER16,Co-RL,0,P
3463,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,55,402,RWER16,Co-RL,0,P
3464,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,20,402,RWER16,Co-RL,0,P
3465,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,5,402,3.1 VISIT_REVISION,SRL,0,S
3466,Visit Guide peer page,PHASE #3 ACT,2025-08-11 18:14:06,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 18:24:42,10,403,RWER15,Co-RL,1,P
3467,Visit Guide peer page,PHASE #3 ACT,2025-08-11 18:28:18,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 18:59:54,31,403,RWER15,Co-RL,1,P
3468,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 18:59:54,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 19:38:30,38,403,RWER16,Co-RL,0,P
3469,Visit Revise the work page,PHASE #3 ACT,2025-08-11 20:07:30,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 20:09:54,2,403,3.1 VISIT_REVISION,SRL,0,S
3470,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 20:09:54,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 20:15:06,5,403,3.2 VIEW_ACTIONS,SRL,1,S
3471,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 20:15:06,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:58:48,223,403,RWER16,Co-RL,0,P
3472,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,6,403,3.1 VISIT_REVISION,SRL,0,S
3473,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,7,403,RWER15,Co-RL,1,P
3474,Visit Guide peer page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,6,403,RWER15,Co-RL,1,P
3475,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,4,403,3.1 VISIT_REVISION,SRL,0,S
3476,Visit Check the feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,403,2.1 VISIT_FEEDBACK,SRL,0,S
3477,Visit Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,4,403,3.1 VISIT_REVISION,SRL,0,S
3478,Click to view planned actions on Revise the work page,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,56,403,3.2 VIEW_ACTIONS,SRL,1,S
3479,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,11,403,RWER16,Co-RL,0,P
3480,View peer action comments in phase 3,PHASE #3 ACT,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,223,403,RWER16,Co-RL,0,P
3481,Visit Check the feedback page,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,2,403,2.1 VISIT_FEEDBACK,SRL,0,S
3482,Create learning action,PHASE #2 DISCUSS,,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 20:50:30,2718,403,2.3 CREATE_ACTION,SRL,0,S
3483,Visit Guide peer page,PHASE #3 ACT,2025-08-11 21:19:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 22:23:42,64,404,RWER15,Co-RL,1,P
3484,Visit Revise the work page,PHASE #3 ACT,2025-08-11 22:57:00,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:01:42,4,404,3.1 VISIT_REVISION,SRL,0,S
3485,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 23:01:42,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,2025-08-11 23:49:36,47,404,3.2 VIEW_ACTIONS,SRL,1,S
3486,View peer action comments in phase 3,PHASE #3 ACT,2025-08-11 23:49:36,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,,23,404,RWER16,Co-RL,0,P
