,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
3451,Visit Guide peer page,PHASE #3 ACT,50:56.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,51:01.9,5,402,RWER15,Co-RL,1,P
3452,Monitor peers learning action,PHASE #3 ACT,51:01.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,51:03.8,1,402,RWER18,Co-RL,1,P
3453,Monitor peers learning action,PHASE #3 ACT,51:03.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,51:05.6,1,402,RWER18,Co-RL,1,P
3454,View peer action comments in phase 3,PHASE #3 ACT,51:05.6,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,51:15.9,10,402,RWER16,Co-RL,0,P
3455,View peer action comments in phase 3,PHASE #3 ACT,51:15.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,51:36.8,20,402,RWER16,Co-RL,0,P
3456,View peer action comments in phase 3,PHASE #3 ACT,51:36.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,52:18.1,41,402,RWER16,Co-RL,0,P
3457,Visit Revise the work page,PHASE #3 ACT,52:28.6,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,52:31.4,2,402,3.1 VISIT_REVISION,SRL,0,S
3458,Click to view planned actions on Revise the work page,PHASE #3 ACT,52:31.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,55:26.3,174,402,3.2 VIEW_ACTIONS,SRL,1,S
3459,Visit Guide peer page,PHASE #3 ACT,55:40.6,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,55:48.4,7,402,RWER15,Co-RL,1,P
3460,View peer action comments in phase 3,PHASE #3 ACT,55:48.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,56:36.3,47,402,RWER16,Co-RL,0,P
3461,View peer action comments in phase 3,PHASE #3 ACT,56:36.3,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,57:02.4,26,402,RWER16,Co-RL,0,P
3462,View peer action comments in phase 3,PHASE #3 ACT,57:02.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,57:10.8,8,402,RWER16,Co-RL,0,P
3463,View peer action comments in phase 3,PHASE #3 ACT,57:10.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,58:06.0,55,402,RWER16,Co-RL,0,P
3464,View peer action comments in phase 3,PHASE #3 ACT,58:06.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,58:26.7,20,402,RWER16,Co-RL,0,P
3465,Visit Revise the work page,PHASE #3 ACT,58:48.5,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,58:53.6,5,402,3.1 VISIT_REVISION,SRL,0,S
3466,Visit Guide peer page,PHASE #3 ACT,18:14.1,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,18:24.7,10,403,RWER15,Co-RL,1,P
3467,Visit Guide peer page,PHASE #3 ACT,18:28.3,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,18:59.9,31,403,RWER15,Co-RL,1,P
3468,View peer action comments in phase 3,PHASE #3 ACT,18:59.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,19:38.5,38,403,RWER16,Co-RL,0,P
3469,Visit Revise the work page,PHASE #3 ACT,20:07.5,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,20:09.9,2,403,3.1 VISIT_REVISION,SRL,0,S
3470,Click to view planned actions on Revise the work page,PHASE #3 ACT,20:09.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,20:15.1,5,403,3.2 VIEW_ACTIONS,SRL,1,S
3471,View peer action comments in phase 3,PHASE #3 ACT,20:15.1,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,23:58.8,223,403,RWER16,Co-RL,0,P
3472,Visit Revise the work page,PHASE #3 ACT,24:40.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,24:46.9,6,403,3.1 VISIT_REVISION,SRL,0,S
3473,Visit Guide peer page,PHASE #3 ACT,24:58.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:05.8,7,403,RWER15,Co-RL,1,P
3474,Visit Guide peer page,PHASE #3 ACT,25:09.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:15.5,6,403,RWER15,Co-RL,1,P
3475,Visit Revise the work page,PHASE #3 ACT,25:38.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:43.2,4,403,3.1 VISIT_REVISION,SRL,0,S
3476,Visit Check the feedback page,PHASE #2 DISCUSS,25:48.3,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:51.0,2,403,2.1 VISIT_FEEDBACK,SRL,0,S
3477,Visit Revise the work page,PHASE #3 ACT,28:19.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,28:24.0,4,403,3.1 VISIT_REVISION,SRL,0,S
3478,Click to view planned actions on Revise the work page,PHASE #3 ACT,28:24.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,29:20.7,56,403,3.2 VIEW_ACTIONS,SRL,1,S
3479,View peer action comments in phase 3,PHASE #3 ACT,29:20.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,29:32.7,11,403,RWER16,Co-RL,0,P
3480,View peer action comments in phase 3,PHASE #3 ACT,29:32.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,33:16.3,223,403,RWER16,Co-RL,0,P
3481,Visit Check the feedback page,PHASE #2 DISCUSS,33:20.3,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,33:22.5,2,403,2.1 VISIT_FEEDBACK,SRL,0,S
3482,Create learning action,PHASE #2 DISCUSS,35:31.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,20:50.5,2718,403,2.3 CREATE_ACTION,SRL,0,S
3483,Visit Guide peer page,PHASE #3 ACT,21:19.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,22:23.7,64,404,RWER15,Co-RL,1,P
3484,Visit Revise the work page,PHASE #3 ACT,22:57.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,23:01.7,4,404,3.1 VISIT_REVISION,SRL,0,S
3485,Click to view planned actions on Revise the work page,PHASE #3 ACT,23:01.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,23:49.6,47,404,3.2 VIEW_ACTIONS,SRL,1,S
3486,View peer action comments in phase 3,PHASE #3 ACT,23:49.6,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,24:13.2,23,404,RWER16,Co-RL,0,P
3487,View own action comments in phase 3,PHASE #3 ACT,24:13.2,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:28.5,75,404,3.5 VIEW_DISCUSSION,Co-RL,0,S
3488,Visit Check the feedback page,PHASE #2 DISCUSS,25:34.1,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:38.2,4,404,2.1 VISIT_FEEDBACK,SRL,0,S
3489,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,25:38.2,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:43.3,5,404,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3490,Visit Check the feedback page,PHASE #2 DISCUSS,25:47.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,25:49.8,2,404,2.1 VISIT_FEEDBACK,SRL,0,S
3491,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,25:49.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,26:25.9,36,404,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3493,Visit Revise the work page,PHASE #3 ACT,50:37.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,50:44.0,6,405,3.1 VISIT_REVISION,SRL,0,S
3494,Click to view planned actions on Revise the work page,PHASE #3 ACT,50:44.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,50:52.0,8,405,3.2 VIEW_ACTIONS,SRL,1,S
3495,Visit Guide peer page,PHASE #3 ACT,50:59.5,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,51:09.1,9,405,RWER15,Co-RL,1,P
3496,View peer action comments in phase 3,PHASE #3 ACT,51:09.1,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,51:53.7,44,405,RWER16,Co-RL,0,P
3497,View peer action comments in phase 3,PHASE #3 ACT,51:53.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,52:28.5,34,405,RWER16,Co-RL,0,P
3498,View peer action comments in phase 3,PHASE #3 ACT,52:28.5,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,52:59.9,31,405,RWER16,Co-RL,0,P
3499,View peer action comments in phase 3,PHASE #3 ACT,52:59.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,53:12.7,12,405,RWER16,Co-RL,0,P
3500,View peer action comments in phase 3,PHASE #3 ACT,53:12.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,53:25.1,12,405,RWER16,Co-RL,0,P
3501,View peer action comments in phase 3,PHASE #3 ACT,53:25.1,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,53:51.5,26,405,RWER16,Co-RL,0,P
3502,Visit Revise the work page,PHASE #3 ACT,00:03.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,00:07.2,3,405,3.1 VISIT_REVISION,SRL,0,S
3503,Click to view planned actions on Revise the work page,PHASE #3 ACT,00:07.2,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,00:10.7,3,405,3.2 VIEW_ACTIONS,SRL,1,S
3504,View peer action comments in phase 3,PHASE #3 ACT,00:10.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,00:53.4,42,405,RWER16,Co-RL,0,P
3505,View own action comments in phase 3,PHASE #3 ACT,00:53.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,01:04.8,11,405,3.5 VIEW_DISCUSSION,Co-RL,0,S
3506,View own action comments in phase 3,PHASE #3 ACT,01:04.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,04:15.2,190,405,3.5 VIEW_DISCUSSION,Co-RL,0,S
3507,View peer action comments in phase 3,PHASE #3 ACT,04:15.2,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,07:36.5,201,405,RWER16,Co-RL,0,P
3508,Visit Revise the work page,PHASE #3 ACT,07:41.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,08:06.5,24,405,3.1 VISIT_REVISION,SRL,0,S
3509,Click to view planned actions on Revise the work page,PHASE #3 ACT,08:06.5,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,11:53.4,226,405,3.2 VIEW_ACTIONS,SRL,1,S
3510,Update progress on learning action,PHASE #3 ACT,11:53.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,20:45.8,532,405,3.3 UPDATE_PROGRESS,SRL,0,S
3511,Visit Check the feedback page,PHASE #2 DISCUSS,20:56.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,20:59.2,2,405,2.1 VISIT_FEEDBACK,SRL,0,S
3512,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,20:59.2,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,21:17.4,18,405,2.4 VIEW_OWN_ACTIONS,SRL,0,S
3513,View peer action comments in phase 2,PHASE #2 DISCUSS,21:17.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,31:30.0,612,405,RWER13,Co-RL,0,P
3514,Visit Revise the work page,PHASE #3 ACT,31:33.6,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,31:37.6,3,405,3.1 VISIT_REVISION,SRL,0,S
3515,Click to view planned actions on Revise the work page,PHASE #3 ACT,31:37.6,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,31:41.3,3,405,3.2 VIEW_ACTIONS,SRL,1,S
3516,View peer action comments in phase 3,PHASE #3 ACT,31:41.3,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,31:54.2,12,405,RWER16,Co-RL,0,P
3517,View peer action comments in phase 3,PHASE #3 ACT,31:54.2,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,32:16.0,21,405,RWER16,Co-RL,0,P
3518,Monitor own learning action,PHASE #3 ACT,32:16.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,32:18.4,2,405,3.6 MONITOR_PROGRESS,SRL,1,S
3519,Monitor own learning action,PHASE #3 ACT,32:18.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,32:20.9,2,405,3.6 MONITOR_PROGRESS,SRL,1,S
3520,Monitor own learning action,PHASE #3 ACT,32:20.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,32:21.7,0,405,3.6 MONITOR_PROGRESS,SRL,1,S
3521,Monitor own learning action,PHASE #3 ACT,32:21.7,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,32:21.8,0,405,3.6 MONITOR_PROGRESS,SRL,1,S
3522,Monitor own learning action,PHASE #3 ACT,32:21.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,32:33.5,11,405,3.6 MONITOR_PROGRESS,SRL,1,S
3523,Update progress on learning action,PHASE #3 ACT,32:33.5,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,32:38.8,5,405,3.3 UPDATE_PROGRESS,SRL,0,S
3524,View own action comments in phase 3,PHASE #3 ACT,32:38.8,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,34:41.9,123,405,3.5 VIEW_DISCUSSION,Co-RL,0,S
3525,View peer action comments in phase 3,PHASE #3 ACT,34:41.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,01:27.6,5205,405,RWER16,Co-RL,0,P
3526,Visit Revise the work page,PHASE #3 ACT,01:53.5,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,01:56.0,2,406,3.1 VISIT_REVISION,SRL,0,S
3527,Click to view planned actions on Revise the work page,PHASE #3 ACT,01:56.0,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,02:05.3,9,406,3.2 VIEW_ACTIONS,SRL,1,S
3528,View peer action comments in phase 3,PHASE #3 ACT,02:05.3,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,06:16.6,251,406,RWER16,Co-RL,0,P
3529,Discuss own actions during revisions,PHASE #3 ACT,06:16.6,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,06:30.1,13,406,3.4 POST_COMMENT,Co-RL,0,S
3530,View peer action comments in phase 3,PHASE #3 ACT,06:30.1,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,08:23.1,113,406,RWER16,Co-RL,0,P
3531,Post reply to feedback,PHASE #2 DISCUSS,45:29.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,45:31.1,1,407,2.2 POST_REPLY,Co-RL,0,S
3532,Post reply to feedback,PHASE #2 DISCUSS,45:31.1,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,46:39.9,68,407,2.2 POST_REPLY,Co-RL,0,S
3533,Post reply to feedback,PHASE #2 DISCUSS,46:39.9,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,46:41.4,1,407,2.2 POST_REPLY,Co-RL,0,S
3534,Post reply to feedback,PHASE #2 DISCUSS,46:41.4,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,53:04.3,382,407,2.2 POST_REPLY,Co-RL,0,S
3535,Post reply to feedback,PHASE #2 DISCUSS,53:04.3,a2c3e8ab-d9c1-40d9-9fc1-2e33ddba4b81,27:26.6,-1232738,407,2.2 POST_REPLY,Co-RL,0,S
3536,Visit Assess own work page,PHASE #1 ALIGN,57:35.1,b83e3b50-a60c-44e9-9fa0-27d946769f55,58:57.2,82,408,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3537,Visit Assess peer work page,PHASE #1 ALIGN,01:47.6,b83e3b50-a60c-44e9-9fa0-27d946769f55,04:24.9,157,408,RWER1,SSRL,0,P
3538,Visit Assess peer work page,PHASE #1 ALIGN,32:03.3,b83e3b50-a60c-44e9-9fa0-27d946769f55,33:06.9,176463,410,RWER1,SSRL,0,P
3539,Visit Assess own work page,PHASE #1 ALIGN,33:33.1,b83e3b50-a60c-44e9-9fa0-27d946769f55,34:02.9,29,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3540,Visit Assess own work page,PHASE #1 ALIGN,34:31.3,b83e3b50-a60c-44e9-9fa0-27d946769f55,36:30.4,119,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3541,Visit Assess own work page,PHASE #1 ALIGN,36:35.1,b83e3b50-a60c-44e9-9fa0-27d946769f55,36:54.4,19,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3542,Visit Check the feedback page,PHASE #2 DISCUSS,36:58.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,37:07.2,8,411,2.1 VISIT_FEEDBACK,SRL,0,S
3543,Visit Assess peer work page,PHASE #1 ALIGN,39:55.9,b83e3b50-a60c-44e9-9fa0-27d946769f55,40:14.6,18,411,RWER1,SSRL,0,P
3544,Visit Assess own work page,PHASE #1 ALIGN,45:16.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,51:38.9,382,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3545,Visit Assess own work page,PHASE #1 ALIGN,51:38.9,b83e3b50-a60c-44e9-9fa0-27d946769f55,54:56.7,197,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3546,Visit Assess own work page,PHASE #1 ALIGN,55:32.2,b83e3b50-a60c-44e9-9fa0-27d946769f55,55:49.3,17,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3547,Visit Assess own work page,PHASE #1 ALIGN,56:16.3,b83e3b50-a60c-44e9-9fa0-27d946769f55,56:23.6,7,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3548,Visit Assess own work page,PHASE #1 ALIGN,56:31.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,23:03.1,1591,411,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3549,Visit Assess peer work page,PHASE #1 ALIGN,24:13.6,b83e3b50-a60c-44e9-9fa0-27d946769f55,29:43.2,329,412,RWER1,SSRL,0,P
3550,Visit Assess own work page,PHASE #1 ALIGN,29:46.2,b83e3b50-a60c-44e9-9fa0-27d946769f55,33:31.2,225,412,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3551,Visit Revise the work page,PHASE #3 ACT,34:15.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,34:20.1,4,412,3.1 VISIT_REVISION,SRL,0,S
3552,Visit Assess own work page,PHASE #1 ALIGN,54:46.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,57:22.1,156,413,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3553,Visit Assess peer work page,PHASE #1 ALIGN,57:29.4,b83e3b50-a60c-44e9-9fa0-27d946769f55,57:32.7,3,413,RWER1,SSRL,0,P
3554,Visit Assess peer work page,PHASE #1 ALIGN,57:39.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,37:58.9,2419,413,RWER1,SSRL,0,P
3555,Visit Assess own work page,PHASE #1 ALIGN,38:33.2,b83e3b50-a60c-44e9-9fa0-27d946769f55,43:19.7,286,414,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3556,Visit Assess own work page,PHASE #1 ALIGN,20:43.1,b83e3b50-a60c-44e9-9fa0-27d946769f55,20:55.0,11,415,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3557,Visit Assess peer work page,PHASE #1 ALIGN,20:59.8,b83e3b50-a60c-44e9-9fa0-27d946769f55,52:04.7,5464,415,RWER1,SSRL,0,P
3558,Visit Assess own work page,PHASE #1 ALIGN,31:18.3,b83e3b50-a60c-44e9-9fa0-27d946769f55,32:32.0,73,418,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3559,Visit Assess peer work page,PHASE #1 ALIGN,33:10.3,b83e3b50-a60c-44e9-9fa0-27d946769f55,33:13.2,2,418,RWER1,SSRL,0,P
3560,Visit Assess peer work page,PHASE #1 ALIGN,33:49.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,34:26.9,37,418,RWER1,SSRL,0,P
3561,Make peer assessment,PHASE #1 ALIGN,42:42.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,43:25.1,42,418,RWER2,SSRL,0,P
3562,Make peer assessment,PHASE #1 ALIGN,43:25.1,b83e3b50-a60c-44e9-9fa0-27d946769f55,43:56.9,31,418,RWER2,SSRL,0,P
3563,Make peer assessment,PHASE #1 ALIGN,43:56.9,b83e3b50-a60c-44e9-9fa0-27d946769f55,44:47.8,50,418,RWER2,SSRL,0,P
3564,Make peer assessment,PHASE #1 ALIGN,44:47.8,b83e3b50-a60c-44e9-9fa0-27d946769f55,44:54.5,6,418,RWER2,SSRL,0,P
3565,Make peer assessment,PHASE #1 ALIGN,44:54.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,26:55.8,2521,418,RWER2,SSRL,0,P
3566,Visit Assess peer work page,PHASE #1 ALIGN,26:59.3,b83e3b50-a60c-44e9-9fa0-27d946769f55,27:26.9,27,419,RWER1,SSRL,0,P
3567,Visit Provide feedback page,PHASE #2 DISCUSS,28:05.9,b83e3b50-a60c-44e9-9fa0-27d946769f55,42:47.4,881,419,RWER8,Co-RL,0,P
3568,Post feedback,PHASE #2 DISCUSS,42:47.4,b83e3b50-a60c-44e9-9fa0-27d946769f55,55:14.3,746,419,RWER9,Co-RL,0,P
3569,Visit Provide feedback page,PHASE #2 DISCUSS,55:22.8,b83e3b50-a60c-44e9-9fa0-27d946769f55,58:06.2,163,419,RWER8,Co-RL,0,P
3570,Visit Provide feedback page,PHASE #2 DISCUSS,58:06.2,b83e3b50-a60c-44e9-9fa0-27d946769f55,27:15.9,5349,419,RWER8,Co-RL,0,P
3571,Post feedback,PHASE #2 DISCUSS,27:15.9,b83e3b50-a60c-44e9-9fa0-27d946769f55,54:07.5,1611,420,RWER9,Co-RL,0,P
3572,Post feedback,PHASE #2 DISCUSS,54:07.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,05:53.5,706,421,RWER9,Co-RL,0,P
3573,Post feedback,PHASE #2 DISCUSS,05:53.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,27:50.6,4917,421,RWER9,Co-RL,0,P
3574,Visit Provide feedback page,PHASE #2 DISCUSS,27:56.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,16:09.8,38893,422,RWER8,Co-RL,0,P
3575,Visit Check the feedback page,PHASE #2 DISCUSS,16:20.6,b83e3b50-a60c-44e9-9fa0-27d946769f55,53:30.4,2229,423,2.1 VISIT_FEEDBACK,SRL,0,S
3576,Visit Check the feedback page,PHASE #2 DISCUSS,53:58.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,55:11.4,73,424,2.1 VISIT_FEEDBACK,SRL,0,S
3577,Visit Assess own work page,PHASE #1 ALIGN,55:20.2,b83e3b50-a60c-44e9-9fa0-27d946769f55,56:20.6,60,424,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3578,Visit Assess own work page,PHASE #1 ALIGN,56:25.9,b83e3b50-a60c-44e9-9fa0-27d946769f55,58:15.4,109,424,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3579,Visit Check the feedback page,PHASE #2 DISCUSS,58:26.4,b83e3b50-a60c-44e9-9fa0-27d946769f55,02:25.0,14638,424,2.1 VISIT_FEEDBACK,SRL,0,S
3580,Visit Check the feedback page,PHASE #2 DISCUSS,02:33.2,b83e3b50-a60c-44e9-9fa0-27d946769f55,15:00.4,747,425,2.1 VISIT_FEEDBACK,SRL,0,S
3581,Visit Check the feedback page,PHASE #2 DISCUSS,15:06.3,b83e3b50-a60c-44e9-9fa0-27d946769f55,15:21.5,15,425,2.1 VISIT_FEEDBACK,SRL,0,S
3582,Visit Assess own work page,PHASE #1 ALIGN,15:27.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,16:05.1,37,425,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3583,Visit Assess peer work page,PHASE #1 ALIGN,16:09.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,16:14.3,5,425,RWER1,SSRL,0,P
3584,Visit Assess peer work page,PHASE #1 ALIGN,16:18.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,16:59.8,41,425,RWER1,SSRL,0,P
3585,Visit Assess own work page,PHASE #1 ALIGN,17:02.8,b83e3b50-a60c-44e9-9fa0-27d946769f55,24:23.1,440,425,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3586,Make self-assessment,PHASE #1 ALIGN,24:23.1,b83e3b50-a60c-44e9-9fa0-27d946769f55,25:06.9,43,425,1.2 MAKE_SELF_ASSESS,SSRL,0,S
3587,Compare scores for own work,PHASE #1 ALIGN,25:06.9,b83e3b50-a60c-44e9-9fa0-27d946769f55,27:56.5,169,425,1.3 COMPARE_SCORES,SSRL,1,S
3588,Make self-assessment,PHASE #1 ALIGN,27:56.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,28:31.5,34,425,1.2 MAKE_SELF_ASSESS,SSRL,0,S
3589,Make self-assessment,PHASE #1 ALIGN,28:31.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,28:36.8,5,425,1.2 MAKE_SELF_ASSESS,SSRL,0,S
3590,Make self-assessment,PHASE #1 ALIGN,28:36.8,b83e3b50-a60c-44e9-9fa0-27d946769f55,29:34.0,57,425,1.2 MAKE_SELF_ASSESS,SSRL,0,S
3591,Visit Assess own work page,PHASE #1 ALIGN,29:39.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,29:45.6,6,425,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3592,Visit Check the feedback page,PHASE #2 DISCUSS,29:49.2,b83e3b50-a60c-44e9-9fa0-27d946769f55,26:17.5,32188,425,2.1 VISIT_FEEDBACK,SRL,0,S
3593,Visit Assess own work page,PHASE #1 ALIGN,26:19.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,30:07.6,227,426,1.1 VISIT_SELF_ASSESS,SSRL,0,S
3594,Make self-assessment,PHASE #1 ALIGN,30:07.6,b83e3b50-a60c-44e9-9fa0-27d946769f55,30:27.7,20,426,1.2 MAKE_SELF_ASSESS,SSRL,0,S
3595,Compare scores for own work,PHASE #1 ALIGN,30:27.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,30:50.8,23,426,1.3 COMPARE_SCORES,SSRL,1,S
3596,Make self-assessment,PHASE #1 ALIGN,30:50.8,b83e3b50-a60c-44e9-9fa0-27d946769f55,31:17.7,26,426,1.2 MAKE_SELF_ASSESS,SSRL,0,S
3597,Compare scores for own work,PHASE #1 ALIGN,31:17.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,31:29.0,11,426,1.3 COMPARE_SCORES,SSRL,1,S
3598,Compare scores for own work,PHASE #1 ALIGN,31:29.0,b83e3b50-a60c-44e9-9fa0-27d946769f55,32:43.5,74,426,1.3 COMPARE_SCORES,SSRL,1,S
3599,Compare scores for own work,PHASE #1 ALIGN,32:43.5,b83e3b50-a60c-44e9-9fa0-27d946769f55,34:00.7,77,426,1.3 COMPARE_SCORES,SSRL,1,S
3600,Visit Assess own work page,PHASE #1 ALIGN,34:00.7,b83e3b50-a60c-44e9-9fa0-27d946769f55,34:05.7,5,426,1.1 VISIT_SELF_ASSESS,SSRL,0,S
